sentence_id,sentence_text,target_span,entity_type,source,dep,dep_gloss,governing_verb
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",crags,LANDSCAPE,gold,appos,Appositive,rock
s00030,"Thine air is the young breath of passionate thought; Thy trees take root in love; the snows above The very glaciers have his colours caught, And sunset into rose-hues sees them wrought By rays which sleep there lovingly: the rocks, The permanent crags, tell here of Love, who sought In them a refuge from the worldly shocks, Which stir and sting the soul with hope that woos, then mocks.",rays,WEATHER,gold,pobj,Object of Preposition,by
s00569,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",Sunrise,WEATHER,gold,nsubj,Active Subject (doing the action),leap
s00569,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",rack,WEATHER,gold,pobj,Object of Preposition,of
s00569,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",morning star,WEATHER,gold,nsubj,Active Subject (doing the action),shine
s00569,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",mountain crag,LANDSCAPE,gold,pobj,Object of Preposition,of
s00569,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",earthquake,LANDSCAPE,gold,nsubj,Active Subject (doing the action),rock
s00569,"The sanguine Sunrise, with his meteor eyes, And his burning plumes outspread, Leaps on the back of my sailing rack, When the morning star shines dead; As on the jag of a mountain crag, Which an earthquake rocks and swings, An eagle alit one moment may sit In the light of its golden wings.",eagle,FAUNA,gold,nsubj,Active Subject (doing the action),sit
s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",night,WEATHER,gold,nsubj,Active Subject (doing the action),be
s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",vapours,WEATHER,gold,pobj,Object of Preposition,of
s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",atmosphere,WEATHER,gold,pobj,Object of Preposition,from
s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",rain,WEATHER,gold,nsubj,Active Subject (doing the action),burst
s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",fire,WEATHER,gold,conj,Conjoined Element (shares role with another entity),rain
s00547,"Thou dirge Of the dying year, to which this closing night Will be the dome of a vast sepulchre, Vaulted with all thy congregated might Of vapours, from whose solid atmosphere Black rain, and fire, and hail will burst: oh, hear!",hail,WEATHER,gold,conj,Conjoined Element (shares role with another entity),fire
s00076,"Whose happy flight is highest into heaven, Well may'st thou swoop so near me--I should be Thy prey, and gorge thine eaglets; thou art gone Where the eye cannot follow thee; but thine Yet pierces downward, onward, or above, With a pervading vision.--Beautiful!",heaven,WEATHER,gold,pobj,Object of Preposition,into
s00076,"Whose happy flight is highest into heaven, Well may'st thou swoop so near me--I should be Thy prey, and gorge thine eaglets; thou art gone Where the eye cannot follow thee; but thine Yet pierces downward, onward, or above, With a pervading vision.--Beautiful!",eaglets,FAUNA,gold,dobj,Direct Object (action done to it),gorge
s00866,"Through primrose-tufts, in that sweet bower, The periwinkle trail’d its wreathes; And ’tis my faith that every flower Enjoys the air it breathes.",primrose-tufts,FLORA,gold,pobj,Object of Preposition,through
s00866,"Through primrose-tufts, in that sweet bower, The periwinkle trail’d its wreathes; And ’tis my faith that every flower Enjoys the air it breathes.",periwinkle,FLORA,gold,nsubj,Active Subject (doing the action),trail’d
s00866,"Through primrose-tufts, in that sweet bower, The periwinkle trail’d its wreathes; And ’tis my faith that every flower Enjoys the air it breathes.",flower,FLORA,gold,nsubj,Active Subject (doing the action),enjoy
s00866,"Through primrose-tufts, in that sweet bower, The periwinkle trail’d its wreathes; And ’tis my faith that every flower Enjoys the air it breathes.",air,WEATHER,gold,dobj,Direct Object (action done to it),enjoy
s00851,"The sounding cataract Haunted me like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to me An appetite: a feeling and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrowed from the eye.--That time is past, And all its aching joys are now no more, And all its dizzy raptures.",cataract,LANDSCAPE,gold,nsubj,Active Subject (doing the action),haunt
s00851,"The sounding cataract Haunted me like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to me An appetite: a feeling and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrowed from the eye.--That time is past, And all its aching joys are now no more, And all its dizzy raptures.",rock,LANDSCAPE,gold,nsubj,Active Subject (doing the action),be
s00851,"The sounding cataract Haunted me like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to me An appetite: a feeling and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrowed from the eye.--That time is past, And all its aching joys are now no more, And all its dizzy raptures.",mountain,LANDSCAPE,gold,conj,Conjoined Element (shares role with another entity),rock
s00851,"The sounding cataract Haunted me like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to me An appetite: a feeling and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrowed from the eye.--That time is past, And all its aching joys are now no more, And all its dizzy raptures.",wood,FLORA,gold,conj,Conjoined Element (shares role with another entity),mountain
s00637,"Nor dim nor red, like God's own head, The glorious Sun uprist: Then all averred, I had killed the bird That brought the fog and mist.",Sun,WEATHER,gold,compound,Other (compound),uprist
s00637,"Nor dim nor red, like God's own head, The glorious Sun uprist: Then all averred, I had killed the bird That brought the fog and mist.",bird,FAUNA,gold,dobj,Direct Object (action done to it),kill
s00637,"Nor dim nor red, like God's own head, The glorious Sun uprist: Then all averred, I had killed the bird That brought the fog and mist.",fog,WEATHER,gold,dobj,Direct Object (action done to it),bring
s00637,"Nor dim nor red, like God's own head, The glorious Sun uprist: Then all averred, I had killed the bird That brought the fog and mist.",mist,WEATHER,gold,conj,Conjoined Element (shares role with another entity),fog
