sentence_id,author,work,sentence_text,band,n_candidates,candidate_words,target_span,start_char,end_char,entity_type,is_figurative,lemma,notes
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",band_3plus,3,ocean; sea; wood,Atlantic,24,32,LANDSCAPE,False,Atlantic,"Atlantic tagged alone -> ""powers"" excluded as an abstract attribute (cf. ""tempest's stream"", s00538), despite being grammatically agentive here — close call, consistency with precedent won out."
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",,,,chasms,71,77,LANDSCAPE,False,chasm,
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",,,,sea-blooms,99,109,FLORA,False,,
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",,,,woods,123,128,FLORA,False,wood,
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",,,,foliage,152,159,FLORA,False,foliage,
s00549,Percy Shelley,Ode to the West Wind,"Thou For whose path the Atlantic’s level powers Cleave themselves into chasms, while far below The sea-blooms and the oozy woods which wear The sapless foliage of the ocean, know Thy voice, and suddenly grow gray with fear, And tremble and despoil themselves:",,,,ocean,167,172,LANDSCAPE,False,ocean,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",band_3plus,3,air; hurricane; snow,hurricane,46,55,WEATHER,False,hurricane,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",,,,fire,57,61,WEATHER,False,fire,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",,,,snow,67,71,WEATHER,False,snow,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",,,,Powers of the air,82,99,NATURE,False,,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",,,,sphere-fire,158,169,WEATHER,False,,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",,,,Earth,215,220,LANDSCAPE,False,earth,
s00577,Percy Shelley,The Cloud,"The triumphal arch through which I march With hurricane, fire, and snow, When the Powers of the air are chained to my chair, Is the million-coloured bow; The sphere-fire above its soft colours wove, While the moist Earth was laughing below.",,,,bow,149,152,WEATHER,False,bow,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",band_3plus,3,air; ocean; sun,suns,175,179,WEATHER,False,sun,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",,,,presence,18,26,NATURE,False,presence,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",,,,ocean,195,200,LANDSCAPE,False,ocean,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",,,,air,217,220,WEATHER,False,air,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",,,,sky,235,238,WEATHER,False,sky,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",,,,spirit,279,285,NATURE,False,spirit,
s00854,William Wordsworth,Lines Written a Few Miles above Tintern Abbey,"And I have felt A presence that disturbs me with the joy Of elevated thoughts; a sense sublime Of something far more deeply interfused, Whose dwelling is the light of setting suns, And the round ocean, and the living air, And the blue sky, and in the mind of man, A motion and a spirit, that impels All thinking things, all objects of all thought, And rolls through all things.",,,,light,158,163,WEATHER,False,light,
s00588,Percy Shelley,To a Skylark,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,band_3plus,4,cloud; drop; rain; shower,clouds,13,19,WEATHER,False,cloud,
s00588,Percy Shelley,To a Skylark,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,,,,Drops,35,40,WEATHER,False,drop,
s00588,Percy Shelley,To a Skylark,From rainbow clouds there flow not Drops so bright to see As from thy presence showers a rain of melody.,,,,rain,89,93,WEATHER,True,rain,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",band_3plus,6,cloud; knoll; lake; mountain; river; wind,Sky,0,3,WEATHER,False,sky,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,mountains,5,14,LANDSCAPE,False,mountain,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,river,16,21,LANDSCAPE,False,river,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,winds,23,28,WEATHER,False,wind,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,lake,30,34,LANDSCAPE,False,lake,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,lightnings,36,46,WEATHER,False,lightning,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,night,57,62,WEATHER,False,night,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,clouds,68,74,WEATHER,False,cloud,
s00023,Lord Byron,Childe Harold's Pilgrimage - Canto III (Lake Leman / Alps),"Sky, mountains, river, winds, lake, lightnings! ye, With night, and clouds, and thunder, and a soul To make these felt and feeling, well may be Things that have made me watchful; the far roll Of your departing voices, is the knoll Of what in me is sleepless,--if I rest.",,,,thunder,80,87,WEATHER,False,thunder,
