sentence_id,author,work,sentence_text,n_candidates,candidate_words,candidate_entity_types,band
s00348,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I have no one near me, gentle yet courageous, possessed of a cultivated as well as of a capacious mind, whose tastes are like my own, to approve or amend my plans.",0,,,band_0
s00349,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),How would such a friend repair the faults of your poor brother!,0,,,band_0
s00350,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I am too ardent in execution and too impatient of difficulties.,0,,,band_0
s00351,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),But it is a still greater evil to me that I am self-educated: for the first fourteen years of my life I ran wild on a common and read nothing but our Uncle Thomas’ books of voyages.,0,,,band_0
s00352,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),At that age I became acquainted with the celebrated poets of our own country; but it was only when it had ceased to be in my power to derive its most important benefits from such a conviction that I perceived the necessity of becoming acquainted with more languages than that of my native country.,0,,,band_0
s00353,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Now I am twenty-eight and am in reality more illiterate than many schoolboys of fifteen.,0,,,band_0
s00354,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"It is true that I have thought more and that my daydreams are more extended and magnificent, but they want (as the painters call it) _",1,painter,FAUNA,band_1
s00355,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"and I greatly need a friend who would have sense enough not to despise me as romantic, and affection enough for me to endeavour to regulate my mind.",0,,,band_0
s00356,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Well, these are useless complaints; I shall certainly find no friend on the wide ocean, nor even here in Archangel, among merchants and seamen.",2,archangel; ocean,FLORA; LANDSCAPE,band_2
s00357,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Yet some feelings, unallied to the dross of human nature, beat even in these rugged bosoms.",0,,,band_0
s00358,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"My lieutenant, for instance, is a man of wonderful courage and enterprise; he is madly desirous of glory, or rather, to word my phrase more characteristically, of advancement in his profession.",0,,,band_0
s00359,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He is an Englishman, and in the midst of national and professional prejudices, unsoftened by cultivation, retains some of the noblest endowments of humanity.",1,humanity,FAUNA,band_1
s00360,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I first became acquainted with him on board a whale vessel; finding that he was unemployed in this city, I easily engaged him to assist in my enterprise.",0,,,band_0
s00361,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),The master is a person of an excellent disposition and is remarkable in the ship for his gentleness and the mildness of his discipline.,1,mildness,WEATHER,band_1
s00362,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"This circumstance, added to his well-known integrity and dauntless courage, made me very desirous to engage him.",0,,,band_0
s00363,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"A youth passed in solitude, my best years spent under your gentle and feminine fosterage, has so refined the groundwork of my character that I cannot overcome an intense distaste to the usual brutality exercised on board ship: I have never believed it to be necessary, and when I heard of a mariner equally noted for his kindliness of heart and the respect and obedience paid to him by his crew, I felt myself peculiarly fortunate in being able to secure his services.",0,,,band_0
s00364,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I heard of him first in rather a romantic manner, from a lady who owes to him the happiness of her life.",0,,,band_0
s00365,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"This, briefly, is his story.",0,,,band_0
s00366,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Some years ago he loved a young Russian lady of moderate fortune, and having amassed a considerable sum in prize-money, the father of the girl consented to the match.",0,,,band_0
s00367,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He saw his mistress once before the destined ceremony; but she was bathed in tears, and throwing herself at his feet, entreated him to spare her, confessing at the same time that she loved another, but that he was poor, and that her father would never consent to the union.",0,,,band_0
s00368,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"My generous friend reassured the suppliant, and on being informed of the name of her lover, instantly abandoned his pursuit.",0,,,band_0
s00369,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He had already bought a farm with his money, on which he had designed to pass the remainder of his life; but he bestowed the whole on his rival, together with the remains of his prize-money to purchase stock, and then himself solicited the young woman’s father to consent to her marriage with her lover.",1,stock,FAUNA; FLORA,band_1
s00370,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"But the old man decidedly refused, thinking himself bound in honour to my friend, who, when he found the father inexorable, quitted his country, nor returned until he heard that his former mistress was married according to her inclinations.",1,old man,FLORA,band_1
s00371,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),“What a noble fellow!”,0,,,band_0
s00372,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),you will exclaim.,0,,,band_0
s00373,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"He is so; but then he is wholly uneducated: he is as silent as a Turk, and a kind of ignorant carelessness attends him, which, while it renders his conduct the more astonishing, detracts from the interest and sympathy which otherwise he would command.",0,,,band_0
s00374,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Yet do not suppose, because I complain a little or because I can conceive a consolation for my toils which I may never know, that I am wavering in my resolutions.",0,,,band_0
s00375,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Those are as fixed as fate, and my voyage is only now delayed until the weather shall permit my embarkation.",1,weather,WEATHER,band_1
s00376,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"The winter has been dreadfully severe, but the spring promises well, and it is considered as a remarkably early season, so that perhaps I may sail sooner than I expected.",1,spring,LANDSCAPE,band_1
s00377,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I shall do nothing rashly: you know me sufficiently to confide in my prudence and considerateness whenever the safety of others is committed to my care.,0,,,band_0
s00378,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I cannot describe to you my sensations on the near prospect of my undertaking.,0,,,band_0
s00379,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"It is impossible to communicate to you a conception of the trembling sensation, half pleasurable and half fearful, with which I am preparing to depart.",0,,,band_0
s00380,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I am going to unexplored regions, to “the land of mist and snow,” but I shall kill no albatross; therefore do not be alarmed for my safety or if I should come back to you as worn and woeful as the “Ancient Mariner.”",2,albatross; snow,FAUNA; WEATHER,band_2
s00381,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"You will smile at my allusion, but I will disclose a secret.",0,,,band_0
s00382,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I have often attributed my attachment to, my passionate enthusiasm for, the dangerous mysteries of ocean to that production of the most imaginative of modern poets.",1,ocean,LANDSCAPE,band_1
s00383,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),There is something at work in my soul which I do not understand.,0,,,band_0
s00384,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I am practically industrious—painstaking, a workman to execute with perseverance and labour—but besides this there is a love for the marvellous, a belief in the marvellous, intertwined in all my projects, which hurries me out of the common pathways of men, even to the wild sea and unvisited regions I am about to explore.",1,sea,LANDSCAPE,band_1
s00385,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),But to return to dearer considerations.,0,,,band_0
s00386,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Shall I meet you again, after having traversed immense seas, and returned by the most southern cape of Africa or America?",1,sea,LANDSCAPE,band_1
s00387,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I dare not expect such success, yet I cannot bear to look on the reverse of the picture.",0,,,band_0
s00388,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Continue for the present to write to me by every opportunity: I may receive your letters on some occasions when I need them most to support my spirits.,0,,,band_0
s00389,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),I love you very tenderly.,0,,,band_0
s00390,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Remember me with affection, should you never hear from me again.",0,,,band_0
s00391,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Your affectionate brother, Robert Walton July 7th, 17—.",0,,,band_0
s00392,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"My dear Sister, I write a few lines in haste to say that I am safe—and well advanced on my voyage.",0,,,band_0
s00393,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"This letter will reach England by a merchantman now on its homeward voyage from Archangel; more fortunate than I, who may not see my native land, perhaps, for many years.",1,archangel,FLORA,band_1
s00394,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I am, however, in good spirits: my men are bold and apparently firm of purpose, nor do the floating sheets of ice that continually pass us, indicating the dangers of the region towards which we are advancing, appear to dismay them.",0,,,band_0
s00395,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"We have already reached a very high latitude; but it is the height of summer, and although not so warm as in England, the southern gales, which blow us speedily towards those shores which I so ardently desire to attain, breathe a degree of renovating warmth which I had not expected.",2,gale; shore,LANDSCAPE; WEATHER,band_2
s00396,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),No incidents have hitherto befallen us that would make a figure in a letter.,0,,,band_0
s00397,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"One or two stiff gales and the springing of a leak are accidents which experienced navigators scarcely remember to record, and I shall be well content if nothing worse happen to us during our voyage.",1,gale,WEATHER,band_1
s00398,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Adieu, my dear Margaret.",0,,,band_0
s00399,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Be assured that for my own sake, as well as yours, I will not rashly encounter danger.",0,,,band_0
s00400,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"I will be cool, persevering, and prudent.",0,,,band_0
s00401,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),But success _shall_ crown my endeavours.,0,,,band_0
s00402,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"Thus far I have gone, tracing a secure way over the pathless seas, the very stars themselves being witnesses and testimonies of my triumph.",2,sea; star,LANDSCAPE; WEATHER,band_2
s00403,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Why not still proceed over the untamed yet obedient element?,0,,,band_0
s00404,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),What can stop the determined heart and resolved will of man?,0,,,band_0
s00405,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),My swelling heart involuntarily pours itself out thus.,0,,,band_0
s00406,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),But I must finish.,0,,,band_0
s00407,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Heaven bless my beloved sister!,0,,,band_0
s00408,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"R.W. August 5th, 17—.",0,,,band_0
s00409,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),"So strange an accident has happened to us that I cannot forbear recording it, although it is very probable that you will see me before these papers can come into your possession.",0,,,band_0
s00410,Mary Shelley,Frankenstein - Letters 1-4 (Arctic frame),Last Monday (July 31st),0,,,band_0
